Agent,Category,Range,Games,Wins,Losses,Draws,WinRate,AvgDuration
StrategicAgentImproved-H100,Neutral Ratio,High Neutral (0.33-0.40),84,59,25,0,70,24,14,04
StrategicAgentImproved-H100,Game Duration,Short (400-800),153,114,38,1,74,51,9,48
StrategicAgentImproved-H100,Game Duration,Medium (801-1200),147,120,27,0,81,63,13,69
StrategicAgentImproved-H100,Game Duration,Long (1201-1500),100,65,35,0,65,00,14,20
StrategicAgent-10-10-50,Planet Count,Small (10-15),121,36,85,0,29,75,4,06
StrategicAgent-10-10-50,Planet Count,Medium (16-22),147,55,92,0,37,41,9,75
StrategicAgent-10-10-50,Planet Count,Large (23-30),132,39,93,0,29,55,13,96
StrategicAgent-10-10-50,Transporter Speed,Slow (2.0-3.0),139,35,104,0,25,18,11,41
StrategicAgent-10-10-50,Transporter Speed,Medium (3.1-4.0),102,38,64,0,37,25,9,86
StrategicAgent-10-10-50,Transporter Speed,Fast (4.1-5.0),117,46,71,0,39,32,7,52
StrategicAgent-10-10-50,Growth Rate,Low (0.02-0.08),70,14,56,0,20,00,8,46
StrategicAgent-10-10-50,Growth Rate,Medium (0.09-0.15),152,55,97,0,36,18,9,45
StrategicAgent-10-10-50,Growth Rate,High (0.16-0.20),103,31,72,0,30,10,9,87
StrategicAgent-10-10-50,Neutral Ratio,Low Neutral (0.20-0.28),107,32,75,0,29,91,7,78
StrategicAgent-10-10-50,Neutral Ratio,Medium Neutral (0.29-0.32),124,38,86,0,30,65,10,19
StrategicAgent-10-10-50,Neutral Ratio,High Neutral (0.33-0.40),81,32,49,0,39,51,9,63
StrategicAgent-10-10-50,Game Duration,Short (400-800),149,49,100,0,32,89,6,77
StrategicAgent-10-10-50,Game Duration,Medium (801-1200),152,50,102,0,32,89,10,42
StrategicAgent-10-10-50,Game Duration,Long (1201-1500),99,31,68,0,31,31,11,86
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Small (10-15),106,19,86,1,17,92,3,00
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Medium (16-22),145,36,109,0,24,83,6,08
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Planet Count,Large (23-30),149,32,117,0,21,48,14,29
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Slow (2.0-3.0),136,45,90,1,33,09,9,00
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Medium (3.1-4.0),118,19,99,0,16,10,7,27
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Transporter Speed,Fast (4.1-5.0),111,19,92,0,17,12,9,02
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Low (0.02-0.08),65,21,44,0,32,31,6,87
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,Medium (0.09-0.15),155,33,122,0,21,29,9,52
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Growth Rate,High (0.16-0.20),90,15,75,0,16,67,8,92
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Low Neutral (0.20-0.28),112,28,83,1,25,00,6,63
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,Medium Neutral (0.29-0.32),110,18,92,0,16,36,9,92
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Neutral Ratio,High Neutral (0.33-0.40),89,19,70,0,21,35,9,29
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Short (400-800),149,47,101,1,31,54,6,21
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Medium (801-1200),160,27,133,0,16,88,9,26
BocsimackoAgent-D10-W15,8,5,3,2,1,1,1,1,1,Game Duration,Long (1201-1500),91,13,78,0,14,29,10,12
EvoAgent-200-20-0.5-true,Planet Count,Small (10-15),117,37,80,0,31,62,3,49
EvoAgent-200-20-0.5-true,Planet Count,Medium (16-22),148,26,122,0,17,57,6,60
EvoAgent-200-20-0.5-true,Planet Count,Large (23-30),135,35,100,0,25,93,11,04
EvoAgent-200-20-0.5-true,Transporter Speed,Slow (2.0-3.0),126,30,96,0,23,81,8,30
EvoAgent-200-20-0.5-true,Transporter Speed,Medium (3.1-4.0),112,32,80,0,28,57,6,84
EvoAgent-200-20-0.5-true,Transporter Speed,Fast (4.1-5.0),129,24,105,0,18,60,6,44
EvoAgent-200-20-0.5-true,Growth Rate,Low (0.02-0.08),68,15,53,0,22,06,7,81
EvoAgent-200-20-0.5-true,Growth Rate,Medium (0.09-0.15),145,37,108,0,25,52,7,00
EvoAgent-200-20-0.5-true,Growth Rate,High (0.16-0.20),105,27,78,0,25,71,8,42
EvoAgent-200-20-0.5-true,Neutral Ratio,Low Neutral (0.20-0.28),118,30,88,0,25,42,6,62
EvoAgent-200-20-0.5-true,Neutral Ratio,Medium Neutral (0.29-0.32),107,32,75,0,29,91,8,38
EvoAgent-200-20-0.5-true,Neutral Ratio,High Neutral (0.33-0.40),82,15,67,0,18,29,7,43
EvoAgent-200-20-0.5-true,Game Duration,Short (400-800),148,25,123,0,16,89,5,54
EvoAgent-200-20-0.5-true,Game Duration,Medium (801-1200),167,46,121,0,27,54,8,04
EvoAgent-200-20-0.5-true,Game Duration,Long (1201-1500),85,27,58,0,31,76,8,40
